iter	Passed	Remaining
1668	23866	47632
1669	23882	47621
1670	23896	47606
1671	23908	47588
1672	23920	47569
1673	23936	47558
1674	23948	47539
1675	23964	47529
1676	23981	47520
1677	23998	47511
1678	24014	47499
1679	24030	47488
1680	24044	47473
1681	24059	47461
1682	24074	47447
1683	24084	47426
1684	24097	47408
1685	24113	47398
1686	24128	47384
1687	24143	47371
1688	24156	47354
1689	24166	47332
1690	24180	47317
1691	24195	47303
1692	24212	47295
1693	24229	47285
1694	24243	47272
1695	24261	47264
1696	24279	47257
1697	24294	47243
1698	24308	47228
1699	24325	47220
1700	24342	47210
1701	24356	47195
1702	24371	47182
1703	24382	47161
1704	24392	47140
1705	24408	47129
1706	24422	47113
1707	24438	47101
1708	24448	47080
1709	24458	47058
1710	24471	47041
1711	24486	47027
1712	24497	47007
1713	24511	46992
1714	24523	46972
1715	24535	46955
1716	24549	46940
1717	24561	46921
1718	24577	46909
1719	24590	46893
1720	24603	46877
1721	24618	46863
1722	24634	46852
1723	24645	46832
1724	24657	46812
1725	24669	46795
1726	24683	46779
1727	24694	46759
1728	24704	46737
1729	24719	46724
1730	24734	46711
1731	24748	46696
1732	24761	46679
1733	24772	46659
1734	24783	46639
1735	24799	46628
1736	24816	46618
